,t,P,P_r,M,X
23,0.07327236865873835,1.0454266355203967,0.8868515472727259,738.1368548424637,744.6923280846219
24,0.0912139968434072,0.943897336401476,0.9194904423331844,1486.9848697886644,646.3615047275983
25,0.15703519227860274,1.102920760517207,1.0517749194267763,755.9263086694866,679.3331015320379
26,0.03993475643167195,1.003325724243059,1.0874365820360268,849.8124966258434,700.1835535515777
27,0.10284688768272232,1.0138463779281535,1.050878212381841,837.7130801155167,701.6462535740318
28,0.1184829137724085,1.0956696464446978,0.881701071601075,696.7820714166701,684.4236255203086
29,0.009290082543999545,1.0505169675123573,0.9502163157434717,802.0414022230502,722.1427482881495
30,0.12150897038028767,1.348114110593403,1.3083815105222316,234.48594665006803,663.6131097186917
31,0.03410482473745831,1.0509058264972277,1.0802801585744846,922.843459165918,695.0344139351456
32,0.013010318597055903,1.0389020081059794,1.0838195371893447,769.451733423598,704.2230346939764
33,0.18977710745066667,1.1727726761810122,1.5238957565604956,550.436056276239,718.2389238709503
34,0.19312640661491187,0.9778850898644281,0.9133429886102401,1142.2370728762514,725.3549193134983
35,0.16167946962329222,1.151678816257271,1.1599441653526879,456.2847362807255,661.7237881677282
36,0.06092275383467413,1.064810139864948,1.1232294350043732,659.5026338242901,648.3136626292991
37,0.019534422801276773,1.3032960035117556,1.3720416076146287,294.5555409398949,746.1779988794689
38,0.13684660530243137,1.1094804754789882,0.9814752839764123,508.3102832658272,711.728156360604
39,0.08803049874792027,1.1175615753953692,1.135580474276023,638.3954523545859,674.2871159190119
40,0.024407646968955764,1.0198736851774783,0.9279985920462341,806.4561767005594,756.4511321256173
41,0.09903538202225404,0.974128310001121,0.8896372825484452,1181.6388690061144,704.0603428483776
42,0.006877704223043679,1.1284694840255032,1.0697868968805355,577.94164627571,742.5165754355437
43,0.1818640804157564,1.2656711155227591,1.1333229118704278,399.96372657553974,702.3671402440539
44,0.05175599632000338,1.1360370039468621,1.3815199934587021,588.85060594741,775.9730042865036
45,0.1325044568707964,1.0289259670506612,0.7814865136383824,792.0795612109301,764.2136350947826
46,0.0623422152178822,1.2193726366879178,1.2511016422649226,532.7506220458974,691.3402657117687
47,0.10401360423556216,0.9558149738681222,0.7582678241111456,788.4283475356008,734.8444782391153
48,0.10934205586865593,1.1715200839601596,1.0381437857646285,649.2061214472317,722.9565564983629
49,0.03697089110510541,1.2890393703232454,1.4007622978746326,461.74091066458027,749.5791479140919
50,0.19391692555291173,1.073684537276126,0.9528328619981932,596.8991673666072,667.0294260869607
51,0.15502656467222292,1.0851612969513755,0.879524890121002,615.5450855811872,724.4283840215473
52,0.18789978831283782,1.191561373956206,0.9816518958112037,437.84860999664346,738.0426095016471
53,0.17896547008552977,1.113718342224133,1.0605329267836687,573.2197078375962,641.0730164951614
54,0.11957999576221702,0.9544396388073255,0.8188416138773639,1208.0081667198583,659.7872333997092
55,0.18437484700462334,1.1844787144537845,1.0733728923829329,607.8906754799981,632.144954450111
56,0.0176985004103839,0.9144903038424798,0.9072953381692634,1408.3132954262298,690.6339841332107
57,0.03919657248382904,1.0879217399796455,0.991844617390188,817.385440135644,725.5699238011674
58,0.009045457782107613,0.9200770867881229,1.1328121660188113,1148.1676722108398,754.6078328776929
59,0.06506606615265287,1.2404928972748592,1.2638271658906135,434.9067157460154,702.5981270343681
60,0.07773545793789641,0.9935630372551024,0.7694155506216527,1210.3753482362556,759.386683676483
61,0.054269806354779175,1.0187010272174661,0.9996514407722249,990.2121324874086,653.3253617850874
62,0.1657475018303859,1.256813733078868,1.0549714486735242,369.0197067526745,642.8498698520665
63,0.07135066533871787,0.9446667290045286,0.9795979378104933,1405.5620188277549,698.0585278943382
64,0.05618690193747615,1.0781262138759131,0.9580648690007231,872.4463563491385,713.5721888558096
65,0.1085392166316497,1.258141557624743,1.156041203950103,380.11548907226904,698.8566186354767
66,0.02818484499495253,0.8745330775349409,0.9018556046559627,1627.8617253576836,631.2539449788018
67,0.16043939615080796,1.1750493657369285,1.1528516700715234,580.5078208340317,696.8877378898508
68,0.014910128735954164,1.0410151493981135,0.9136192727448628,935.5902102548989,655.8006529197984
69,0.19737738732010346,1.2854522417175493,1.0939178143923947,349.6395999262305,723.8353594746126
70,0.15444895385933147,1.0142841953591342,0.8734679699357943,1262.2354535515788,712.9492554097526
71,0.03974313630683448,0.9097086360413122,0.8289170741901716,1934.8240624167051,667.8651926275772
72,0.00110442342472048,1.0546973123105534,1.2573615708250068,933.0220660718379,682.2437435151836
73,0.16309228569096682,1.1909334367242703,1.114011198389958,518.7878892116149,663.8921150551336
74,0.14137146876952345,1.1641493444377913,0.9342777903758436,511.63485174475403,697.809665592752
75,0.14580143360819747,1.1797528669554722,1.1740474044866096,384.3156071177652,734.2411016706341
76,0.15425406933718913,1.0722011269231202,1.197309222578421,637.381705966492,666.3359899392225
77,0.014808930346818072,1.0380435136951114,1.1389957840090434,889.262232476649,717.8658124324011
78,0.07169314570885453,1.1005140988860893,0.9000366403234812,684.3358374636281,681.6848499012449
79,0.023173811905025942,0.9517602251799889,0.8921408949218422,1489.252675117592,672.7923198781335
80,0.17262068517511872,1.4041736090231869,1.4234433810636995,258.1813130199631,696.2639431057729
81,0.12465962536551159,1.1737039403851537,1.0060044088181592,558.2623255357346,664.6883066173019
82,0.06617960497052984,0.9440163197963382,0.9429632600888324,1180.4592860289563,680.8880280360532
83,0.012711670057204727,1.080886625263266,1.1575163763992526,864.4339097133502,659.3051256124252
84,0.06219646434313244,0.9612287907409821,0.8393928139257129,1055.8033937286532,772.2563787268078
85,0.06503666440534941,1.1493508636412584,1.0925432453823465,421.7523232310635,701.2353130371198
86,0.1459212356676128,1.2796928505153289,0.8401162914122965,381.0867175198369,675.9330682278746
87,0.12751149427104264,1.0336996246821628,0.8568402796156086,808.22136899103,707.5295041170489
88,0.1774425485152653,1.2880746413822446,1.1184200127724828,316.4395319664784,696.079538012619
89,0.09444298503238986,1.1364550534300464,0.940880782840719,649.5917652946932,692.3086312228917
90,0.02391884918766034,1.1105971011438651,1.2857683341271637,628.5060059663369,721.8292896769175
91,0.142648957444599,1.3739565131875702,1.0832897368088379,279.9073413890553,727.0212599807576
92,0.15215700972337948,1.1178772793704865,0.9674086291116202,627.9707923942432,681.6765494421746
93,0.11225543951389926,1.0271219517924286,0.9649277138303631,1048.7083651855885,680.1337180376056
94,0.1541934359909122,1.0499203059603541,1.0952978440685577,818.9280224512312,690.4390849379205
95,0.09875911927287814,1.0088723100572197,0.8174039494027486,873.7749875695708,623.896367471294
96,0.10454656587639882,1.0917122508643358,1.1427811881610068,526.6505381752081,648.9273583995084
97,0.08550820367170991,1.1194993031396405,1.0572281925050158,525.5130247423554,749.5132894071135
98,0.005083825348819038,1.0330723107560298,0.9331269242008191,570.7607007451311,760.0078184931662
99,0.02157828539866089,1.1087277026942899,1.143696848003446,771.5274220946548,691.3377806564107
